name,symptoms 
Hantavirose,"A hantavirose é uma doença infecciosa aguda grave nova, provocada pelo hantavírus, o qual está presente em ratos silvestres, que vivem em áreas rurais.No início, a infecção se parece com uma gripe forte, mas progride muito rapidamente, com severas complicações nos órgãos vitais, sobretudo no coração, nos pulmões e nos rins. Qualquer que seja o tipo de apresentação da virose, o fato é que ela cursa de modo agressivo, podendo ser fatal em apenas 72 horas se não receber nenhum tratamento.Nas Américas, considera-se a hantavirose como uma doença emergente, ou seja, em ascensão. Tanto é assim que o Brasil saiu de três casos, em 1993, para 167, em 2006, a maioria no Sul e no Sudeste, seguida pelo Centro-Oeste. Por isso, é fundamental que a população das áreas rurais nessas regiões de maior prevalência tenha conhecimento de como evitar o contato com os ratos e, especialmente, que procure sempre esclarecer, em um serviço médico, a origem de eventuais estados febris logo no começo dos sintomas."
Hepatite,"A hepatite é uma inflamação no fígado, órgão que tem múltiplas funções, entre as quais a produção das principais proteínas do organismo e a neutralização de substâncias tóxicas absorvidas pelo intestino. Embora essa inflamação possa ser decorrente de diversos fatores, as causas mais comuns são mesmo as virais, sobretudo as provocadas pelos vírus A, B e C, que atingem milhões de pessoas em todo o mundo.A hepatite A, na grande maioria das vezes, cursa sem causar grandes problemas nem deixar seqüelas. Já na hepatite B, e principalmente na hepatite C, a doença pode se tornar crônica, ou seja, o vírus pode permanecer no organismo da pessoa infectada durante muitos anos. Nessa situação, a pessoa permanece com o fígado continuamente inflamado, demandando cuidados especiais para evitar a evolução do quadro para cirrose ou câncer hepático, em longo prazo.Vale lembrar que esse risco também existe nas hepatites decorrentes de outras causas que não os agentes virais."
Hipercolesterolemia,"A hipercolesterolemia é uma condição que se caracteriza pela presença de taxas elevadas de colesterol no sangue, bem acima dos 200 mg/decilitro, o que afeta um quinto da população brasileira, especialmente as pessoas com mais de 45 anos, segundo a Sociedade Brasileira de Cardiologia.Embora tenha funções orgânicas essenciais, como a produção de hormônios, o colesterol representa um dos fatores de risco mais importantes para o desenvolvimento de doenças cardiovasculares, quando em excesso.Ocorre que essa substância é transportada por lipoproteínas principalmente de baixa (LDL) e de alta (HDL) densidade. O problema está nas de baixa densidade, que levam o colesterol para a circulação e permitem que ele se deposite nas artérias – por isso, são conhecidas como colesterol ruim. Esse acúmulo forma perigosas placas de gordura que, com o tempo, podem ser precursoras de uma obstrução do fluxo sanguíneo nas artérias do coração e do cérebro, dando origem, respectivamente, ao infarto do miocárdio e ao acidente vascular cerebral, conhecido popularmente como “derrame”.As lipoproteínas de alta densidade, ao contrário, têm um efeito protetor sobre a saúde cardiovascular, pois carregam o colesterol para fora das artérias – daí porque são tidas como colesterol bom. Por haver essa diferença, o controle e o tratamento da hipercolesterolemia visam não apenas à redução dos níveis totais da substância no sangue, que são formados pela soma dos valores de LDL e HDL, mas a uma proporção saudável entre as duas frações, de forma que haja menos colesterol ruim e mais colesterol bom."
Hipertensão,"A hipertensão arterial, também conhecida como pressão alta, é uma doença relacionada à força anormal que o sangue exerce na parede dos vasos sanguíneos ao circular por todo o corpo. Esta doença decorre da perda progressiva da elasticidade da parede das artérias, que ficam como que contraídas, dificultando a passagem do fluxo sanguíneo. A doença afeta cerca de 10 a 20%  da população brasileira, alcançando até 50% na população idosa e é caracterizada pela elevação da pressão arterial com valores superiores a 130 mmHg para a pressão sistólica (máxima) e a 85 mmHg para a diastólica (mínima) - ou, simplesmente, acima de 13 por 8,5. Com isso, o coração precisa fazer maior esforço para bombear o sangue, o que, em longo prazo, compromete seu desempenho. As alterações provocadas pela pressão alta na estrutura dos vasos também aumentam o risco de ocorrência do acidente vascular cerebral, de doenças nos rins e no coração. Além disso, facilitam a formação de placas de gordura nas artérias coronárias, elevando a predisposição do paciente hipertenso ao infarto agudo do miocárdio. A hipertensão pode reduzir a expectativa de vida dos pacientes em até 40% se não for controlada adequadamente."
Hipertiroidismo,"O hipertiroidismo é uma doença marcada pelo funcionamento exagerado da tiróide. Com isso, a glândula produz mais hormônios tiroidianos do que o normal – a tiroxina (T4) e a triiodotironina (T3) –, o que faz com que todos os processos regulados por essas substâncias fiquem acelerados, como o próprio metabolismo, o crescimento celular e as funções cardíacas, gastrointestinais e neurológicas, entre outros.Numa fase mais leve, a doença pode até passar despercebida e ser diagnosticada apenas em exames de rotina, mas, com sua progressão, os sintomas podem incomodar bastante, com risco de haver complicações cardíacas importantes, como a arritmia, que evidentemente pode ser evitada com tratamento adequado.O hipertiroidismo afeta sobretudo as mulheres, especialmente na faixa etária dos 20 aos 40 anos"
Hipotiroidismo,"O hipotiroidismo é uma condição decorrente da baixa produção de hormônios pela glândula tiroide.Os chamados hormônios tiroidianos – a tiroxina (T4) e a triiodotironina (T3) – regulam funções cardíacas, gastrointestinais e neurológicas, além de atuarem na reprodução e no crescimento celular. A falta deles, portanto, determina um conjunto de sintomas que interferem bastante na qualidade de vida das pessoas. Mas é no feto ou nos recém-nascidos que o hipotiroidismo costuma ser mais grave, uma vez que, se não tratado a tempo, pode impedir o desenvolvimento adequado de todo o corpo, até mesmo do cérebro, determinando déficit de crescimento, deficiência mental irreversível e surdez, entre outras sequelas.Apesar dessas consequências, convém ressaltar que a doença é de fácil tratamento em qualquer idade, embora requeira o uso crônico de medicação e o acompanhamento médico constante para monitorar os níveis dos hormônios tiroidianos.Estima-se que o hipotiroidismo acometa 5 milhões de brasileiros, incidindo quatro vezes mais nas mulheres que nos homens. Já a forma congênita afeta um em cada 3 mil nascidos vivos."
Hordéolo (terçol),"Mais comum na infância, o hordéolo, popularmente chamado de terçol, é a inflamação de uma glândula sebácea das pálpebras, que ocorre quando o ducto secretor da glândula se obstrui. Esse processo inflamatório pode acontecer de maneira isolada ou múltipla, na pálpebra superior e/ou inferior, e forma um pequeno nódulo (caroço) inflamado na região acometida.Na maioria das vezes, o terçol não representa gravidade, mas pode causar dor e incômodo durante a fase aguda, que dura de 1 dia a 7 dias, em média. A recorrência do terçol é indício de uma doença chamada blefarite, um tipo de inflamação que acomete mais difusamente as pálpebras, não contagiosa e que pode ser causada por bactérias, parasitas ou pela produção excessiva de uma camada de gordura na pálpebra. Se diagnosticada, a blefarite deve receber um tratamento específico, a fim de evitar a formação de novos hordéolos."
Hérnia,"A hérnia é uma fraqueza natural, congênita ou adquirida na parede abdominal, que permite que o tecido gorduroso e/ou o intestino se exteriorizem por essa área enfraquecida. Costuma ocorrer principalmente em locais suscetíveis da parede do abdome, que se estende da porção inferior dessa região até a raiz da coxa – aliás, daí vem a classificação das hérnias abdominais em inguinais (na virilha), femorais ou crurais (na coxa), umbilical (no umbigo) e epigástricas (na linha média do abdome), sem contar as incisionais, hérnias que se formam em locais onde foi feito corte para cirurgia.Na prática, a condição se manifesta como um tipo de abertura, chamada de anel ou orifício herniário, em pontos fracos da parte muscular e fibrosa da parede abdominal, através do qual as estruturas internas dessa cavidade tendem a escapar, sobretudo quando há aumento da pressão dentro do abdômen. Assim, as alças intestinais, envoltas externamente por pele, entram e saem do anel herniário, mas podem ficar encarceradas dentro dele – e é aí que mora o perigo.Nessa situação, há grande risco de estrangulamento da hérnia no interior do orifício, o que interrompe a eliminação das fezes e comprime os vasos sanguíneos locais. Esse acontecimento constitui uma emergência médica porque, sem alimento e oxigênio, os tecidos da alça apodrecem e favorecem a perfuração intestinal e o conseqüente vazamento do conteúdo do intestino na cavidade abdominal, dando origem a um processo infeccioso grave – a peritonite –, que pode se espalhar rapidamente por todo o organismo.As hérnias abdominais são muito freqüentes em todo o mundo, especialmente as inguinais, que representam 70% das ocorrências e afetam mais os homens. Para ter uma ideia, realizam-se 600 mil operações anuais de correção dessas protrusões nos Estados Unidos."
Icterícia,"A icterícia não é uma doença, mas um sintoma de alguma desordem na eliminação dos pigmentos originários da destruição dos glóbulos vermelhos – também chamados de hemácias ou eritrócitos – no organismo. Os eritrócitos duram cerca de 120 dias, depois são naturalmente eliminados. Um dos produtos que resultam desse processo é a bilirrubina, um pigmento que o fígado metaboliza e as vias biliares se encarregam de transportar até o duodeno, no intestino delgado, onde é efetivamente eliminado. Quando ocorre algum problema nos mecanismos de metabolização e eliminação, ou mesmo na formação – como, por exemplo, um aumento da produção por maior destruição das hemácias, a bilirrubina começa a sobrar na circulação, conferindo à pele e às mucosas uma coloração amarelada. Metade dos recém-nascidos apresenta a chamada icterícia fisiológica, que cursa de forma benigna na maioria das vezes, mas pode requerer tratamento nos casos mais pronunciados, sob o risco de deixar sequelas. Já em crianças mais velhas e nos adultos, a icterícia costuma ser um sintoma de determinadas doenças, sobretudo do fígado, da vesícula biliar e do sangue, demandando uma investigação minuciosa e maiores cuidados."
Incontinência Urinária,"A incontinência urinária é a perda involuntária de urina, ou seja, em circunstâncias em que a pessoa não deseja urinar.Para entender esse distúrbio, é preciso conhecer os mecanismos que envolvem o ato de urinar. A cada 10-15 segundos a bexiga recebe pequenas quantidades de urina dos canais que a ligam aos rins – os ureteres – e, quando fica cheia, os sensores nervosos locais enviam uma mensagem ao cérebro, dando conta da necessidade de esvaziar o reservatório.Contudo, tal processo está sujeito à vontade de cada um, que determina a contração da bexiga e o relaxamento do canal de saída do trato urinário – chamado de uretra – para que ocorra a micção ou, então, ordena que a uretra permaneça contraída e a bexiga, relaxada até que seja possível urinar.A incontinência se dá quando esse mecanismo de armazenamento e esvaziamento não funciona de maneira coordenada, sobretudo após algum esforço, como dar uma simples gargalhada, ou quando existe urgência urinária, um desejo incontrolável de urinar.Embora afete 20% da população adulta, principalmente do sexo feminino e acima de 50 anos, essa condição não deve ser vista como uma conseqüência natural do envelhecimento, até porque traz constrangimento e limitações sociais que comprometem seriamente a qualidade de vida das pessoas."
Infarto Agudo do Miocárdio,"Conhecido popularmente como ataque cardíaco, o infarto agudo o miocárdio se caracteriza pela ausência ou pela diminuição da circulação sanguínea no coração, o que priva o músculo cardíaco (miocárdio), no local acometido, de oxigênio e de nutrientes, causando lesões importantes que podem levar até a morte de suas células, conforme o tempo de duração do evento. Com isso, o funcionamento do coração, que trabalha como uma bomba mecânica, pode ser seriamente afetado.O bloqueio ao fluxo de sangue habitualmente se deve à obstrução de uma das artérias coronárias, sobretudo em razão de um processo inflamatório associado à presença de placas de colesterol em suas paredes, a chamada aterosclerose. Na prática, o sangue fica impedido de circular tanto pelo desprendimento de um fragmento dessas placas quanto pela formação de coágulos nas artérias.O ataque cardíaco é uma ocorrência grave, que está entre as principais causas de morte no Brasil e no mundo. No entanto, quanto antes a pessoa receba atendimento médico diante dos primeiros sintomas, maiores serão suas chances de sobrevida."
Influenza A (H1N1) / Gripe Suína,"A influenza A (H1N1), que ficou conhecida como gripe suína, é uma forma de gripe que começa nos porcos e passa para o ser humano. O surto atual, que vem registrando milhares de casos ao redor do mundo, é causado por um vírus com alto grau de letalidade.Segundo dados disponíveis até o momento, o vírus tem matado seis em cada cem pessoas, principalmente jovens, o que não é habitual nos casos de gripe."
Insuficiência Renal Crônica,"A insuficiência renal crônica é a perda progressiva e irreversível das funções renais, invariavelmente determinada por outras doenças crônicas. Com a instalação desse quadro, os rins paulatinamente deixam de exercer suas funções. A falta de um trabalho renal adequado traz muitas complicações em longo prazo, como anemia, doenças cardiovasculares, maior suscetibilidade a infecções, lesões no cérebro, problemas articulares, enfraquecimento ósseo, comprometimento do sistema imunológico e risco aumentado de hemorragias, entre várias outras conseqüências, sem falar da possibilidade de o quadro evoluir para a doença renal terminal, quando os rins funcionam com menos de 10% de sua capacidade total. A perda das funções renais, porém, é sempre lenta, razão pela qual o organismo vai se adaptando ao problema. Assim, freqüentemente acontece de a insuficiência avançar sem que indivíduo nada sinta, enquanto todos os sistemas orgânicos vão sendo silenciosamente comprometidos. Por isso, é fundamental que os portadores de doenças crônicas como diabetes, hipertensão arterial e nefrite façam acompanhamento médico periódico, a fim de que o funcionamento dos rins seja preservado pelo maior tempo possível."
Joanete,"O joanete, tecnicamente chamado de hálux valgo, consiste em uma deformidade do osso, ou das estruturas que o recobrem, localizada na articulação metatarsofalangiana, da base do primeiro dedo (vulgarmente conhecido como dedão) do pé. Nessa condição, ele se inclina na direção do segundo dedo, a ponto de cobri-lo ou de entrar embaixo dele, e o osso local, o metatarso, desloca-se para o lado oposto, determinando uma dolorosa e esteticamente comprometedora saliência na borda interna do pé, semelhante a um grande calo. Em vista da dor e do desconforto que provoca, a condição pode necessitar tratamento, sem o que a deformidade pode ficar mais importante, agravando o sintoma doloroso. Estima-se que quatro em cada cinco pessoas apresentem, em algum momento da vida, problemas que envolvem a saúde dos pés, dentre os quais o joanete é um dos mais prevalentes. O transtorno afeta um terço da população urbana – usuária de calçados fechados –, atingindo mais as mulheres que os homens, na proporção de oito para um."
Labirintite,"Labirintite é um termo leigo, bastante usual, para designar as labirintopatias, ou seja, as doenças que afetam o labirinto – órgão que fica na parte interna do ouvido e é responsável por receber, codificar e transmitir informações para o cérebro sobre os sons e os deslocamentos do corpo –, suas vias de ligação e mesmo as áreas cerebrais relacionadas com a audição e o equilíbrio. Calcula-se que existam mais de 300 moléstias que acometem o labirinto, com mais de 2 mil causas já identificadas.Segundo o Instituto Nacional de Saúde dos Estados Unidos, 42% da população geral já sentiu algum tipo de tontura na vida e, em pelo menos 95% dos casos, a origem do sintoma tinham relação com distúrbios do labirinto. O problema atinge pessoas de todas as idades, com predileção pelos idosos.Apesar da crença de que a labirintite não tem cura, quando bem diagnosticada e tratada, o portador da condição obtém índices de melhora da ordem de 90%."
Leishmaniose,"A leishmaniose é uma moléstia infecciosa, considerada primariamente uma zoonose, que afeta os animais, sobretudo os cães, só acometendo o homem quando este entra acidentalmente no ciclo de transmissão do parasita. Ganhou essa denominação por causa do sobrenome do cientista inglês que descreveu o agente etiológico da doença pela primeira vez, William Leishman.É causada por protozoários do gênero Leishmania e transmitida por mosquitos chamados flebotomíneos. Uma das seis mais importantes doenças tropicais, segundo a Organização Mundial de Saúde, essa infecção pode ter duas apresentações distintas: a leishmaniose tegumentar, ou ferida brava ou úlcera de Bauru, que se manifesta na pele e nas mucosas, e a leishmaniose visceral, ou calazar, que acomete órgãos internos, como a medula, o baço e o fígado.A forma visceral é bastante grave e faz milhares de vítimas ao redor do globo, inclusive no Brasil, o que, contudo, se deve à ausência de diagnóstico e à conseqüente falta de tratamento.Na tegumentar, por sua vez, o maior risco está na possibilidade de haver deformidades e complicações respiratórias provenientes do comprometimento de mucosas.A doença ocorre com mais freqüência em áreas rurais. O Brasil registra o maior número de casos no Norte – na forma tegumentar – e no Nordeste – na forma visceral –, mas, nos últimos anos, devido ao crescimento desordenado de nossas cidades, a leishmaniose tem aparecido também em locais próximos a áreas urbanizadas, em Estados do Sudeste e do Sul."
Leptospirose,"A leptospirose é uma doença infecciosa e potencialmente grave, causada por uma bactéria chamada Leptospira interrogans. Embora seja considerada uma zoonose, ou seja, uma doença de animais, essa infecção afeta também o homem, que se contamina, sobretudo, por meio do contato com a urina do rato.Por isso mesmo, ocorre em todas as regiões do mundo, exceto nas polares, embora seja mais freqüente em países tropicais e subtropicais, particularmente em áreas com condições sanitárias precárias e com elevada infestação de ratos.De 1980 a 2005, o Brasil teve pouco mais de 60 mil casos da doença em todo o território nacional, um terço dos quais no Sudeste.Apesar de inspirar certo receio, a leptospirose cursa de maneira benigna na maioria dos casos. Em 10% dos infectados, porém, pode se manifestar em sua forma grave, denominada doença de Weil, com manifestações hemorrágicas severas e comprometimento da função renal.Assim como acontece com a cólera e com a dengue, não dá para prever quando a leptospirose vai ser mais agressiva, mas há estratégias terapêuticas capazes de prevenir essa apresentação assim que a infecção se instala.Por isso mesmo, é fundamental procurar um serviço médico diante do surgimento dos primeiros sinais clínicos, sobretudo após a exposição a situações de risco."
Leucemia,"A leucemia é um câncer que envolve os leucócitos, ou seja, os glóbulos brancos, responsáveis pela defesa do organismo humano. Nessa doença há uma proliferação exagerada e desordenada de células brancas doentes, que, além de não exercerem suas funções, superpovoam a parte interior dos ossos conhecida como medula óssea, na qual o sangue é fabricado. Com isso, afetam a produção dos glóbulos vermelhos, que, em número insuficiente, não conseguem transportar de forma adequada o oxigênio a todos os órgãos e tecidos do corpo, e das plaquetas, que, pequena quantidade, não são capazes de conter sangramentos.A leucemia pode ser aguda, de início súbito e potencialmente mais grave, ou crônica, quando cursa mais lentamente, muitas vezes sem sintomas. Como existem vários leucócitos distintos, alguns dos quais com diferentes subtipos, há vários tipos de leucemia. As mais comuns são a linfóide e a mielóide, que envolvem respectivamente os linfócitos, responsáveis pela produção de anticorpos, e os neutrófilos/granulócitos, cuja função é destruir bactérias e fungos.Apesar de ainda ser uma doença bastante grave, a leucemia hoje tem boas chances de cura e, mesmo quando essa possibilidade inexiste, o tratamento pode aumentar muito a sobrevida dos doentes."
Linfoma,"O linfoma é um tipo de câncer que se origina nos linfócitos, células do sistema imunológico responsáveis pela defesa do nosso organismo. O linfócito é um tipo de leucócito (glóbulo branco) que desempenha sua importante função circulando no sangue e organizando-se nos linfonodos (gânglios linfáticos) e em outros órgãos como o baço, medula óssea e, na infância, no timo. Os linfonodos estão distribuídos ao longo de todo o corpo e alguns deles localizam-se em regiões acessíveis como pescoço, axilas e nas virilhas.Quando surge o linfoma, há geralmente o acometimento dos gânglios linfáticos, que aumentam de tamanho. Como todo tipo de câncer, o linfoma é desencadeado por alterações no comportamento da célula que lhe deu origem, no caso o linfócito. Num dado momento, que não é possível ser determinado, sua “central de comando” passa a seguir regras que o fazem se multiplicar muito mais rapidamente do que os outros linfócitos normais, além de lhe conferir a capacidade de invadir órgãos nos quais em condições normais não se encontraria tão abundantemente. Com isso, adquire as características de uma célula denominada maligna, pelos transtornos que causa - principalmente o aumento no volume das regiões afetadas.De forma geral os linfomas se dividem em dois grandes grupos: o linfoma não Hodgkin e o linfoma Hodgkin. Eles são decorrentes de diferentes mecanismos desencadeantes e, no último, da participação de algumas outras células.Na verdade, esses dois grandes grupos se subdividem ainda mais, sempre na dependência das características do linfócito que originou a doença. Esse fato tem grande importância porque é a partir dessa classificação que é possível estabelecer o tratamento mais adequado.O linfoma não é uma doença muito frequente na população. Alguns aspectos podem aumentar o risco do seu surgimento, como o comprometimento do sistema imune - às vezes, devido a tratamentos para outros tipos de doenças."
Lombalgia,"A lombalgia consiste em uma dor na região lombar, precisamente na parte inferior da coluna, entre a última costela e as nádegas. Pode ser aguda, irrompendo súbita e bruscamente, ou crônica, quando se mantém por mais de três meses, tem início impreciso e apresenta períodos de melhora e piora.Independentemente de sua classificação, essa dor costuma ser altamente incapacitante, a ponto de figurar como a segunda causa de consulta médica, perdendo apenas para o resfriado comum. Estima-se que 80% das pessoas já tiveram ou ainda terão um episódio de lombalgia na vida, principalmente depois dos 40 anos."
Lúpus Eritematoso Sistêmico,"O lúpus eritematoso sistêmico é uma doença auto-imune, ou seja, provocada por um desequilíbrio do sistema imunológico, no qual as células responsáveis pela defesa (anticorpos) agem inadequadamente contra constituintes do próprio organismo.Por se tratar de um quadro sistêmico, em que qualquer célula pode ser auto-agredida, a sua gravidade é bastante variável. Assim, as suas manifestações clínicas incluem desde lesões isoladas na pele e nas articulações até nos órgãos internos vitais como os rins e o cérebro.Embora não haja uma causa conhecida, existem algumas teorias sobre origem desta doença, em que uma agressão externa poderia desencadear esse processo. Dentre elas estão as infecções por vírus ou bactérias, o contato com agentes químicos, o stress e mesmo a exposição à radiação ultravioleta. Esse agressor externo, que aqui vamos chamar de antígeno, induz o organismo à produção desses anticorpos dirigidos contra o próprio organismo – os auto-anticorpos. A união destes ao inimigo agressor (antígeno) forma um par denominado de complexos antígeno-anticorpo. Esses pares ativam um sistema específico de proteínas de inflamação e dão origem a complexos imunes, que têm acesso a vários órgãos de forma isolada ou simultânea, afetando assim o funcionamento dos mesmos. A produção e deposição desses complexos é quem determina a gravidade da doença.O lúpus afeta preferencialmente mulheres jovens. Assim, a doença ocorre nove vezes mais no sexo feminino que no masculino e, sobretudo, na idade reprodutiva, entre 20 e 40 anos, preferencialmente na raça negra. Não é uma doença freqüente - estima-se que ocorra um caso novo a cada 10 mil pessoas."
Malária,"A malária é uma doença infecciosa muito freqüente nos países de clima tropical e subtropical, causada por quatro espécies do protozoário Plasmodium, que são transmitidas pela picada de mosquitos anofelinos, ou Anopheles. Passados 30 minutos de sua entrada na circulação do homem, esse parasita alcança o fígado e se multiplica dentro das células hepáticas e, destas, passa para os glóbulos vermelhos, onde se desenvolve e os destrói, lançando substâncias tóxicas na corrente sanguínea e  espalhando-se por todo o organismo.A doença pode ser tratada com sucesso se for rápida e corretamente diagnosticada, até porque possui uma forma maligna, provocada pelo Plasmodium falciparum, que precisa ser identificada com prontidão e abordada como uma emergência médica. Sem tratamento, contudo, qualquer tipo dessa infecção causa anemia e coloração amarelada da pele e dos olhos, a chamada icterícia, com risco de comprometer o funcionamento de órgãos vitais, como os rins e o cérebro.Estima-se que a malária afete 300 milhões de pessoas no mundo todo a cada ano, mais de 90% em países africanos, sendo fatal para cerca de 1,5 milhão de pessoas.No Brasil, está concentrada na chamada Amazônia Legal, que compreende Acre, Amapá, Amazonas, Maranhão, Mato Grosso, Pará, Rondônia, Roraima e Tocantins. Em 2005, foram registrados quase 600 mil casos nessas regiões, quase 12 vezes a mais do que em 1970, quando a epidemia parecia controlada após ostensivas aplicações de inseticida.Contudo, a migração desordenada de indivíduos não-imunes para esses Estados fez com que o aparente controle fosse por água abaixo. E desde 1999 assistimos a essa avalanche malárica, que, para ser revertida, requer agilidade dos órgãos de saúde tanto no combate ao mosquito quando no diagnóstico rápido dos casos."
Meningite,"A meningite nada mais é do que a inflamação das meninges, que são as membranas que recobrem todo o sistema nervoso, do cérebro até a medula espinhal.Ela é habitualmente causada pela presença de um agente infeccioso nesse local, que é protegido por uma barreira que dificulta a livre circulação dos microrganismos.A meningite atinge preferencialmente indivíduos que tem menos defesas contra infecções, seja pela idade, como ocorre com crianças pequenas e idosos, seja pela existência de comprometimento da imunidade.A gravidade da meningite depende, entre outros fatores, do tipo de microrganismo envolvido e do tempo transcorrido entre os primeiros sintomas e o início do tratamento. De modo geral, as meningites causadas por bactérias são potencialmente mais graves e podem deixar seqüelas, a exemplo de surdez, dificuldades motoras e limitação das habilidades intelectuais."
Micose,"As micoses são infecções fúngicas, ou seja, causadas por fungos. Quando acometem a pele, os pêlos, as unhas e as mucosas, são chamadas micoses superficiais. Corriqueiras, costumam ser mais freqüentes no verão, justamente por causa do aumento do calor e da umidade, propícios para a multiplicação desses agentes. Às vezes, porém, podem ser difíceis de tratar, sobretudo pela falta de adesão das pessoas ao tratamento e às orientações para deixar a pele mais seca.As micoses afetam pessoas de todas as idades, mas podem ser mais intensas quando existe algum distúrbio da imunidade. Por isso mesmo, sua proliferação é mais frequentemente observada em indivíduos com o sistema imunológico debilitado, como portadores de aids, pacientes em tratamento de um câncer e diabéticos, nos quais sempre inspira cuidados, pelo risco maior de disseminação do agente infeccioso para órgãos internos, quando passam a ser consideradas micoses profundas."
Miocardite,"A miocardite consiste na inflamação da camada média do músculo cardíaco, o famoso miocárdio, responsável direto pelo bombeamento de sangue para os órgãos. Este complexo trabalho do miocárdio de ejetar adequadamente o sangue oxigenado para o organismo é fundamental para a nutrição dos tecidos. Esta doença geralmente decorre de uma complicação de um processo infeccioso, sobretudo por vírus, que, ao atacar as células do coração, chamadas de miócitos, geram uma resposta inflamatória imediata do sistema imunológico. Este quadro induz a produção de tipos específicos de linfócitos dirigidos contra os miócitos, que liberam substâncias nocivas que podem comprometer o funcionamento do miocárdio. Embora este processo possa regredir através de resposta natural do organismo, existe risco de instalação de quadro de insuficiência cardíaca de forma aguda. Outro risco é o de que a inflamação cause um bloqueio de condução do impulso elétrico cardíaco, o que pode resultar, entre outras complicações, em arritmia maligna. Felizmente, a miocardite é inflamação pouco comum, acometendo de oito a dez em cada 100 mil pessoas, a maioria homens, na faixa dos 40 anos."
Mioma,"O mioma é um tumor benigno, composto de tecido muscular, que ocorre com bastante freqüência nas mulheres em idade reprodutiva, com mais de 30 anos de idade, especialmente na população feminina negra.Costuma aparecer de forma única ou múltipla, apresentando dimensões variadas e provocando ou não a manifestação de sintomas.Como qualquer tumor, também surge em decorrência da multiplicação desordenada e exagerada das células e, então, cresce de maneira anormal, podendo atingir o tamanho de uma bola.O mioma, contudo, nunca evolui de forma maligna e, na maioria das vezes, não impede a gravidez. Porém, dependendo de seu tamanho e localização, pode causar, entre outros sintomas, aumento do fluxo menstrual e conseqüente anemia, devido ao excesso de sangramento.Felizmente, hoje existem várias alternativas de tratamento, que podem variar desde simples acompanhamento clínico cuidadoso até intervenção cirúrgica."
Mononucleose,"A mononucleose, também conhecida como doença do beijo, é uma síndrome infectocontagiosa que acomete, sobretudo, adolescentes e adultos jovens, entre 15 e 25 anos.Para ter uma idéia de sua frequência em nosso meio, mais de 90% da população adulta possui anticorpos contra o agente que provoca essa infecção, o que significa que em algum momento da vida entraram em contato com esse vírus, mesmo que não tenham desenvolvido nenhum quadro clínico característico.A infecção costuma cursar de forma benigna, podendo demorar um pouco mais para desaparecer em alguns indivíduos, e muitas vezes até passa despercebida.Recentemente, descobriu-se que o material genético do vírus da mononucleose está associado a cânceres não muito comuns, como o nasofaríngeo e alguns tipos de linfoma. Esse risco de evolução maligna, no entanto, é raro, mas pode afetar indivíduos com o sistema imunológico debilitado por tratamentos ou por doenças. Afinal, é a falta de imunidade que pode reativar o vírus, uma vez que ele permanece em estado latente no organismo após a infecção."
Obesidade,"A obesidade é uma síndrome que se caracteriza pelo acúmulo excessivo de gordura no organismo, acima de 20% do peso considerado ideal para um indivíduo, de acordo com sua estatura.Na prática, sempre que o ganho energético, obtido pela alimentação, supera o gasto de energia, o organismo acumula as calorias em forma de células de gordura. Na obesidade, porém, há um grande desequilíbrio entre a formação e a destruição dessas células.Não obstante as questões estéticas e psicológicas implicadas com essa síndrome, é na saúde que o excesso de peso provoca os maiores estragos. A condição, afinal, constitui um forte fator de risco para diversos problemas de saúde, a exemplo de doenças cardiovasculares, diabetes, hipertensão arterial, artrose, varizes e vários tipos de câncer, reduzindo de modo significativo a expectativa de vida de seus portadores.Apesar de existirem hoje muitas possibilidades de tratamento, esse mal vem tomando ares de epidemia justamente pelas facilidades da vida moderna, do controle remoto, passando pelo sistema de delivery, até a internet.Segundo a Organização Mundial da Saúde, há 1,6 bilhão de pessoas adultas acima do peso em todo o mundo, das quais 400 milhões são consideradas obesas."
Osteoporose,"A osteoporose é uma doença metabólica caracterizada pela diminuição da massa óssea e alteração de sua qualidade, que afeta pessoas com mais de 60 anos em ambos os sexos, mas sobretudo a população feminina, por ter naturalmente um esqueleto mais frágil que o do homem e por conta da queda acentuada nos níveis do hormônio estrógeno, na menopausa.Essa perda do conteúdo ósseo aumenta o risco de fraturas, que ocorrem com mais freqüência na coluna vertebral, no fêmur e no punho. Na prática, os ossos do portador de osteoporose são mecanicamente incompetentes para se recompor após uma quebra, devido à sua fragilidade. Assim, uma fratura mais complicada, como a de fêmur, pode se tornar altamente incapacitante, ceifando a autonomia da pessoa e ainda trazendo o risco de outras conseqüências graves, decorrentes da imobilização prolongada, como embolia e infecção pulmonar."
